ts_cmd,ts_ack,lat_ms,tile
2025-04-27T11:34:39.424674+00:00,2025-04-27T11:34:50.309213+00:00,10884.5,tile11
2025-04-27T11:34:38.406817+00:00,2025-04-27T11:34:50.319740+00:00,11912.9,tile10
2025-04-27T11:34:37.404754+00:00,2025-04-27T11:34:50.329985+00:00,12925.2,tile9
2025-04-27T11:34:45.446533+00:00,2025-04-27T11:34:51.632408+00:00,6185.9,tile17
2025-04-27T11:34:44.443461+00:00,2025-04-27T11:34:51.639130+00:00,7195.7,tile16
2025-04-27T11:34:46.448651+00:00,2025-04-27T11:34:51.647120+00:00,5198.5,tile18
2025-04-27T11:34:43.441371+00:00,2025-04-27T11:34:51.654214+00:00,8212.8,tile15
2025-04-27T11:34:42.439559+00:00,2025-04-27T11:34:51.660389+00:00,9220.8,tile14
2025-04-27T11:34:49.255280+00:00,2025-04-27T11:34:51.665798+00:00,2410.5,tile1
2025-04-27T11:34:50.258070+00:00,2025-04-27T11:35:01.914152+00:00,11656.1,tile2
2025-04-27T11:34:54.468205+00:00,2025-04-27T11:35:01.920819+00:00,7452.6,tile6
2025-04-27T11:34:51.260656+00:00,2025-04-27T11:35:01.931424+00:00,10670.8,tile3
2025-04-27T11:34:53.264938+00:00,2025-04-27T11:35:01.940583+00:00,8675.6,tile5
2025-04-27T11:34:52.263230+00:00,2025-04-27T11:35:01.949080+00:00,9685.9,tile4
2025-04-27T11:34:57.476472+00:00,2025-04-27T11:35:01.961821+00:00,4485.3,tile9
2025-04-27T11:34:56.473558+00:00,2025-04-27T11:35:01.966434+00:00,5492.9,tile8
2025-04-27T11:34:58.479826+00:00,2025-04-27T11:35:04.081388+00:00,5601.6,tile10
2025-04-27T11:34:59.482430+00:00,2025-04-27T11:35:04.086401+00:00,4604.0,tile11
2025-04-27T11:35:01.488265+00:00,2025-04-27T11:35:04.091492+00:00,2603.2,tile13
2025-04-27T11:35:03.493352+00:00,2025-04-27T11:35:05.048873+00:00,1555.5,tile15
2025-04-27T11:35:02.490517+00:00,2025-04-27T11:35:05.054879+00:00,2564.4,tile14
2025-04-27T11:35:04.495408+00:00,2025-04-27T11:35:06.117177+00:00,1621.8,tile16
2025-04-27T11:35:05.497555+00:00,2025-04-27T11:35:06.339169+00:00,841.6,tile17
2025-04-27T11:35:06.499440+00:00,2025-04-27T11:35:07.636614+00:00,1137.2,tile18
2025-04-27T11:35:09.306478+00:00,2025-04-27T11:35:10.759430+00:00,1453.0,tile1
2025-04-27T11:35:10.309527+00:00,2025-04-27T11:35:11.520712+00:00,1211.2,tile2
2025-04-27T11:35:11.312673+00:00,2025-04-27T11:35:11.524727+00:00,212.1,tile3
2025-04-27T11:35:12.315032+00:00,2025-04-27T11:35:12.331352+00:00,16.3,tile4
2025-04-27T11:35:13.318074+00:00,2025-04-27T11:35:13.340871+00:00,22.8,tile5
2025-04-27T11:35:14.525339+00:00,2025-04-27T11:35:14.996595+00:00,471.3,tile6
2025-04-27T11:35:16.528943+00:00,2025-04-27T11:35:17.454877+00:00,925.9,tile8
2025-04-27T11:35:17.532417+00:00,2025-04-27T11:35:18.459447+00:00,927.0,tile9
2025-04-27T11:35:18.535050+00:00,2025-04-27T11:35:19.383045+00:00,848.0,tile10
2025-04-27T11:35:19.537655+00:00,2025-04-27T11:35:20.641122+00:00,1103.5,tile11
2025-04-27T11:35:21.542512+00:00,2025-04-27T11:35:21.564596+00:00,22.1,tile13
2025-04-27T11:35:22.544868+00:00,2025-04-27T11:35:22.562590+00:00,17.7,tile14
2025-04-27T11:35:23.556698+00:00,2025-04-27T11:35:23.576226+00:00,19.5,tile15
2025-04-27T11:35:24.566921+00:00,2025-04-27T11:35:25.089677+00:00,522.8,tile16
2025-04-27T11:35:25.568818+00:00,2025-04-27T11:35:25.588744+00:00,19.9,tile17
2025-04-27T11:35:26.570444+00:00,2025-04-27T11:35:27.326086+00:00,755.6,tile18
2025-04-27T11:35:30.386273+00:00,2025-04-27T11:35:31.710871+00:00,1324.6,tile2
2025-04-27T11:35:29.384927+00:00,2025-04-27T11:35:31.715949+00:00,2331.0,tile1
2025-04-27T11:35:31.388451+00:00,2025-04-27T11:35:31.734548+00:00,346.1,tile3
2025-04-27T11:35:32.390975+00:00,2025-04-27T11:35:32.408458+00:00,17.5,tile4
2025-04-27T11:35:33.393397+00:00,2025-04-27T11:35:33.409868+00:00,16.5,tile5
2025-04-27T11:35:34.595912+00:00,2025-04-27T11:35:35.015668+00:00,419.8,tile6
2025-04-27T11:35:36.601438+00:00,2025-04-27T11:35:37.230777+00:00,629.3,tile8
2025-04-27T11:35:37.603909+00:00,2025-04-27T11:35:39.060058+00:00,1456.1,tile9
2025-04-27T11:35:38.606613+00:00,2025-04-27T11:35:39.547019+00:00,940.4,tile10
2025-04-27T11:35:39.608937+00:00,2025-04-27T11:35:40.240570+00:00,631.6,tile11
2025-04-27T11:35:41.613665+00:00,2025-04-27T11:35:41.628749+00:00,15.1,tile13
2025-04-27T11:35:42.616457+00:00,2025-04-27T11:35:42.632011+00:00,15.6,tile14
2025-04-27T11:35:43.618328+00:00,2025-04-27T11:35:43.639986+00:00,21.7,tile15
2025-04-27T11:35:44.620409+00:00,2025-04-27T11:35:45.015278+00:00,394.9,tile16
2025-04-27T11:35:45.622621+00:00,2025-04-27T11:35:45.641803+00:00,19.2,tile17
2025-04-27T11:35:46.624602+00:00,2025-04-27T11:35:47.329997+00:00,705.4,tile18
2025-04-27T11:35:49.430410+00:00,2025-04-27T11:35:50.698112+00:00,1267.7,tile1
2025-04-27T11:35:50.433792+00:00,2025-04-27T11:35:50.720712+00:00,286.9,tile2
2025-04-27T11:35:51.436317+00:00,2025-04-27T11:35:51.454661+00:00,18.3,tile3
2025-04-27T11:35:52.440052+00:00,2025-04-27T11:35:52.460616+00:00,20.6,tile4
2025-04-27T11:35:53.441831+00:00,2025-04-27T11:35:53.456594+00:00,14.8,tile5
2025-04-27T11:35:54.645887+00:00,2025-04-27T11:35:55.169678+00:00,523.8,tile6
2025-04-27T11:35:56.650647+00:00,2025-04-27T11:35:57.665064+00:00,1014.4,tile8
2025-04-27T11:35:57.652719+00:00,2025-04-27T11:35:58.506684+00:00,854.0,tile9
2025-04-27T11:35:58.654414+00:00,2025-04-27T11:35:59.647579+00:00,993.2,tile10
2025-04-27T11:35:59.656582+00:00,2025-04-27T11:36:02.300628+00:00,2644.0,tile11
2025-04-27T11:36:01.661391+00:00,2025-04-27T11:36:03.882687+00:00,2221.3,tile13
2025-04-27T11:36:02.663046+00:00,2025-04-27T11:36:03.887479+00:00,1224.4,tile14
2025-04-27T11:36:03.664752+00:00,2025-04-27T11:36:03.905064+00:00,240.3,tile15
2025-04-27T11:36:04.667146+00:00,2025-04-27T11:36:05.129955+00:00,462.8,tile16
2025-04-27T11:36:05.670089+00:00,2025-04-27T11:36:05.690125+00:00,20.0,tile17
2025-04-27T11:36:06.672678+00:00,2025-04-27T11:36:07.451890+00:00,779.2,tile18
2025-04-27T11:36:09.478087+00:00,2025-04-27T11:36:10.605693+00:00,1127.6,tile1
2025-04-27T11:36:10.479834+00:00,2025-04-27T11:36:10.811778+00:00,331.9,tile2
2025-04-27T11:36:11.481606+00:00,2025-04-27T11:36:11.529544+00:00,47.9,tile3
2025-04-27T11:36:12.487441+00:00,2025-04-27T11:36:12.570813+00:00,83.4,tile4
2025-04-27T11:36:13.499166+00:00,2025-04-27T11:36:13.587947+00:00,88.8,tile5
2025-04-27T11:36:14.704359+00:00,2025-04-27T11:36:15.154357+00:00,450.0,tile6
2025-04-27T11:36:16.708990+00:00,2025-04-27T11:36:17.440448+00:00,731.5,tile8
2025-04-27T11:36:17.714857+00:00,2025-04-27T11:36:21.049371+00:00,3334.5,tile9
2025-04-27T11:36:18.720992+00:00,2025-04-27T11:36:21.054420+00:00,2333.4,tile10
2025-04-27T11:36:19.722616+00:00,2025-04-27T11:36:21.947677+00:00,2225.1,tile11
2025-04-27T11:36:21.727499+00:00,2025-04-27T11:36:22.333808+00:00,606.3,tile13
2025-04-27T11:36:22.729704+00:00,2025-04-27T11:36:22.743909+00:00,14.2,tile14
2025-04-27T11:36:23.732254+00:00,2025-04-27T11:36:23.749716+00:00,17.5,tile15
2025-04-27T11:36:24.734569+00:00,2025-04-27T11:36:25.033505+00:00,298.9,tile16
2025-04-27T11:36:25.737236+00:00,2025-04-27T11:36:25.761073+00:00,23.8,tile17
2025-04-27T11:36:26.740555+00:00,2025-04-27T11:36:28.993686+00:00,2253.1,tile18
2025-04-27T11:36:29.548025+00:00,2025-04-27T11:36:31.968922+00:00,2420.9,tile1
2025-04-27T11:36:30.550401+00:00,2025-04-27T11:36:32.840430+00:00,2290.0,tile2
2025-04-27T11:36:31.552493+00:00,2025-04-27T11:36:32.846228+00:00,1293.7,tile3
2025-04-27T11:36:32.554751+00:00,2025-04-27T11:36:32.913968+00:00,359.2,tile4
2025-04-27T11:36:33.557191+00:00,2025-04-27T11:36:33.668694+00:00,111.5,tile5
2025-04-27T11:36:34.761612+00:00,2025-04-27T11:36:35.184938+00:00,423.3,tile6
2025-04-27T11:36:36.769210+00:00,2025-04-27T11:36:37.877689+00:00,1108.5,tile8
2025-04-27T11:36:37.772514+00:00,2025-04-27T11:36:39.210213+00:00,1437.7,tile9
2025-04-27T11:36:38.774484+00:00,2025-04-27T11:36:40.515602+00:00,1741.1,tile10
2025-04-27T11:36:39.777228+00:00,2025-04-27T11:36:40.857292+00:00,1080.1,tile11
2025-04-27T11:36:41.781869+00:00,2025-04-27T11:36:41.816983+00:00,35.1,tile13
2025-04-27T11:36:42.783715+00:00,2025-04-27T11:36:42.810494+00:00,26.8,tile14
2025-04-27T11:36:43.785567+00:00,2025-04-27T11:36:43.804939+00:00,19.4,tile15
2025-04-27T11:36:44.787652+00:00,2025-04-27T11:36:46.686123+00:00,1898.5,tile16
2025-04-27T11:36:45.791009+00:00,2025-04-27T11:36:47.046255+00:00,1255.2,tile17
2025-04-27T11:36:46.793379+00:00,2025-04-27T11:36:48.161046+00:00,1367.7,tile18
2025-04-27T11:36:49.601280+00:00,2025-04-27T11:36:50.574269+00:00,973.0,tile1
2025-04-27T11:36:50.603696+00:00,2025-04-27T11:36:51.247472+00:00,643.8,tile2
2025-04-27T11:36:51.605965+00:00,2025-04-27T11:36:51.645172+00:00,39.2,tile3
2025-04-27T11:36:52.607560+00:00,2025-04-27T11:36:52.663094+00:00,55.5,tile4
2025-04-27T11:36:53.609054+00:00,2025-04-27T11:36:53.734649+00:00,125.6,tile5
2025-04-27T11:36:54.813740+00:00,2025-04-27T11:36:55.187535+00:00,373.8,tile6
2025-04-27T11:36:56.818970+00:00,2025-04-27T11:36:58.218308+00:00,1399.3,tile8
2025-04-27T11:36:57.820857+00:00,2025-04-27T11:37:02.154817+00:00,4334.0,tile9
2025-04-27T11:36:59.824634+00:00,2025-04-27T11:37:03.876774+00:00,4052.1,tile11
2025-04-27T11:36:58.822367+00:00,2025-04-27T11:37:03.881684+00:00,5059.3,tile10
2025-04-27T11:37:02.842520+00:00,2025-04-27T11:37:04.563097+00:00,1720.6,tile14
2025-04-27T11:37:01.840603+00:00,2025-04-27T11:37:04.568712+00:00,2728.1,tile13
2025-04-27T11:37:03.844772+00:00,2025-04-27T11:37:04.573284+00:00,728.5,tile15
2025-04-27T11:37:04.847003+00:00,2025-04-27T11:37:05.676455+00:00,829.5,tile16
2025-04-27T11:37:05.861009+00:00,2025-04-27T11:37:05.980901+00:00,119.9,tile17
2025-04-27T11:37:06.869737+00:00,2025-04-27T11:37:08.383343+00:00,1513.6,tile18
2025-04-27T11:37:09.675484+00:00,2025-04-27T11:37:11.487793+00:00,1812.3,tile1
2025-04-27T11:37:10.677315+00:00,2025-04-27T11:37:11.611763+00:00,934.4,tile2
2025-04-27T11:37:11.679985+00:00,2025-04-27T11:37:11.750754+00:00,70.8,tile3
2025-04-27T11:37:12.682417+00:00,2025-04-27T11:37:12.735313+00:00,52.9,tile4
2025-04-27T11:37:13.684875+00:00,2025-04-27T11:37:13.733087+00:00,48.2,tile5
2025-04-27T11:37:14.887049+00:00,2025-04-27T11:37:15.205775+00:00,318.7,tile6
2025-04-27T11:37:16.890770+00:00,2025-04-27T11:37:20.147496+00:00,3256.7,tile8
2025-04-27T11:37:17.893260+00:00,2025-04-27T11:37:20.153250+00:00,2260.0,tile9
2025-04-27T11:37:18.896040+00:00,2025-04-27T11:37:22.235861+00:00,3339.8,tile10
2025-04-27T11:37:19.898189+00:00,2025-04-27T11:37:22.240906+00:00,2342.7,tile11
2025-04-27T11:37:21.902027+00:00,2025-04-27T11:37:22.922921+00:00,1020.9,tile13
2025-04-27T11:37:22.904103+00:00,2025-04-27T11:37:22.958781+00:00,54.7,tile14
2025-04-27T11:37:23.906338+00:00,2025-04-27T11:37:23.966587+00:00,60.2,tile15
2025-04-27T11:37:24.907919+00:00,2025-04-27T11:37:25.179590+00:00,271.7,tile16
2025-04-27T11:37:25.910274+00:00,2025-04-27T11:37:25.972458+00:00,62.2,tile17
2025-04-27T11:37:26.912804+00:00,2025-04-27T11:37:28.435146+00:00,1522.3,tile18
2025-04-27T11:37:29.718686+00:00,2025-04-27T11:37:30.614029+00:00,895.3,tile1
2025-04-27T11:37:30.722135+00:00,2025-04-27T11:37:30.781224+00:00,59.1,tile2
2025-04-27T11:37:31.724520+00:00,2025-04-27T11:37:31.782447+00:00,57.9,tile3
2025-04-27T11:37:32.727218+00:00,2025-04-27T11:37:32.942492+00:00,215.3,tile4
2025-04-27T11:37:33.729399+00:00,2025-04-27T11:37:33.756520+00:00,27.1,tile5
2025-04-27T11:37:34.932523+00:00,2025-04-27T11:37:36.902162+00:00,1969.6,tile6
2025-04-27T11:37:36.936898+00:00,2025-04-27T11:37:39.041829+00:00,2104.9,tile8
2025-04-27T11:37:37.938437+00:00,2025-04-27T11:37:40.475094+00:00,2536.7,tile9
2025-04-27T11:37:39.947965+00:00,2025-04-27T11:37:41.826275+00:00,1878.3,tile11
2025-04-27T11:37:38.940452+00:00,2025-04-27T11:37:41.830728+00:00,2890.3,tile10
2025-04-27T11:37:41.962388+00:00,2025-04-27T11:37:42.813188+00:00,850.8,tile13
2025-04-27T11:37:42.963932+00:00,2025-04-27T11:37:43.024928+00:00,61.0,tile14
2025-04-27T11:37:43.966302+00:00,2025-04-27T11:37:44.388087+00:00,421.8,tile15
2025-04-27T11:37:44.979168+00:00,2025-04-27T11:37:45.615724+00:00,636.6,tile16
2025-04-27T11:37:45.999500+00:00,2025-04-27T11:37:46.124330+00:00,124.8,tile17
2025-04-27T11:37:47.005091+00:00,2025-04-27T11:37:48.506645+00:00,1501.6,tile18
2025-04-27T11:37:50.813110+00:00,2025-04-27T11:37:51.690552+00:00,877.4,tile2
2025-04-27T11:37:49.811281+00:00,2025-04-27T11:37:51.701039+00:00,1889.8,tile1
2025-04-27T11:37:51.814997+00:00,2025-04-27T11:37:51.854367+00:00,39.4,tile3
2025-04-27T11:37:52.818014+00:00,2025-04-27T11:37:52.861489+00:00,43.5,tile4
2025-04-27T11:37:53.821076+00:00,2025-04-27T11:37:53.843642+00:00,22.6,tile5
2025-04-27T11:37:55.022954+00:00,2025-04-27T11:37:55.379133+00:00,356.2,tile6
2025-04-27T11:37:57.027711+00:00,2025-04-27T11:37:59.439052+00:00,2411.3,tile8
2025-04-27T11:37:58.030171+00:00,2025-04-27T11:37:59.982455+00:00,1952.3,tile9
2025-04-27T11:37:59.033250+00:00,2025-04-27T11:38:01.682913+00:00,2649.7,tile10
2025-04-27T11:38:00.035367+00:00,2025-04-27T11:38:01.933002+00:00,1897.6,tile11
2025-04-27T11:38:02.039585+00:00,2025-04-27T11:38:02.084864+00:00,45.3,tile13
2025-04-27T11:38:03.041473+00:00,2025-04-27T11:38:03.089364+00:00,47.9,tile14
2025-04-27T11:38:04.043463+00:00,2025-04-27T11:38:04.335665+00:00,292.2,tile15
2025-04-27T11:38:05.045763+00:00,2025-04-27T11:38:05.221006+00:00,175.2,tile16
2025-04-27T11:38:06.048934+00:00,2025-04-27T11:38:06.415864+00:00,366.9,tile17
2025-04-27T11:38:07.051314+00:00,2025-04-27T11:38:07.655356+00:00,604.0,tile18
2025-04-27T11:38:09.860905+00:00,2025-04-27T11:38:11.063135+00:00,1202.2,tile1
2025-04-27T11:38:10.862999+00:00,2025-04-27T11:38:11.124862+00:00,261.9,tile2
2025-04-27T11:38:11.864949+00:00,2025-04-27T11:38:11.879489+00:00,14.5,tile3
2025-04-27T11:38:12.867167+00:00,2025-04-27T11:38:12.885906+00:00,18.7,tile4
2025-04-27T11:38:15.100902+00:00,2025-04-27T11:38:17.648548+00:00,2547.6,tile6
2025-04-27T11:38:13.869641+00:00,2025-04-27T11:38:17.653721+00:00,3784.1,tile5
2025-04-27T11:38:17.133486+00:00,2025-04-27T11:38:23.060911+00:00,5927.4,tile8
2025-04-27T11:38:18.136151+00:00,2025-04-27T11:38:23.068037+00:00,4931.9,tile9
2025-04-27T11:38:19.138412+00:00,2025-04-27T11:38:23.073933+00:00,3935.5,tile10
2025-04-27T11:38:20.140349+00:00,2025-04-27T11:38:25.078451+00:00,4938.1,tile11
2025-04-27T11:38:22.153049+00:00,2025-04-27T11:38:25.083724+00:00,2930.7,tile13
2025-04-27T11:38:23.154411+00:00,2025-04-27T11:38:26.302843+00:00,3148.4,tile14
2025-04-27T11:38:24.156237+00:00,2025-04-27T11:38:26.308670+00:00,2152.4,tile15
2025-04-27T11:38:25.157605+00:00,2025-04-27T11:38:26.330830+00:00,1173.2,tile16
2025-04-27T11:38:26.159559+00:00,2025-04-27T11:38:26.667140+00:00,507.6,tile17
2025-04-27T11:38:27.161532+00:00,2025-04-27T11:38:28.602181+00:00,1440.6,tile18
2025-04-27T11:38:29.967100+00:00,2025-04-27T11:38:30.852193+00:00,885.1,tile1
2025-04-27T11:38:30.969248+00:00,2025-04-27T11:38:31.023996+00:00,54.7,tile2
2025-04-27T11:38:31.971462+00:00,2025-04-27T11:38:32.023873+00:00,52.4,tile3
2025-04-27T11:38:32.974275+00:00,2025-04-27T11:38:33.033817+00:00,59.5,tile4
2025-04-27T11:38:33.977266+00:00,2025-04-27T11:38:34.337826+00:00,360.6,tile5
2025-04-27T11:38:35.180050+00:00,2025-04-27T11:38:35.238134+00:00,58.1,tile6
2025-04-27T11:38:37.184680+00:00,2025-04-27T11:38:40.636432+00:00,3451.8,tile8
2025-04-27T11:38:38.187723+00:00,2025-04-27T11:38:41.509028+00:00,3321.3,tile9
2025-04-27T11:38:39.190092+00:00,2025-04-27T11:38:42.137222+00:00,2947.1,tile10
2025-04-27T11:38:40.208308+00:00,2025-04-27T11:38:42.522713+00:00,2314.4,tile11
2025-04-27T11:38:42.212630+00:00,2025-04-27T11:38:42.902813+00:00,690.2,tile13
2025-04-27T11:38:43.214963+00:00,2025-04-27T11:38:43.282568+00:00,67.6,tile14
2025-04-27T11:38:44.217444+00:00,2025-04-27T11:38:44.338981+00:00,121.5,tile15
2025-04-27T11:38:45.250143+00:00,2025-04-27T11:38:45.311677+00:00,61.5,tile16
2025-04-27T11:38:46.252848+00:00,2025-04-27T11:38:46.441330+00:00,188.5,tile17
2025-04-27T11:38:47.255228+00:00,2025-04-27T11:38:48.332067+00:00,1076.8,tile18
2025-04-27T11:38:50.061370+00:00,2025-04-27T11:38:50.915150+00:00,853.8,tile1
2025-04-27T11:38:51.063956+00:00,2025-04-27T11:38:51.164208+00:00,100.3,tile2
2025-04-27T11:38:52.066601+00:00,2025-04-27T11:38:52.127865+00:00,61.3,tile3
2025-04-27T11:38:53.068441+00:00,2025-04-27T11:38:53.087970+00:00,19.5,tile4
2025-04-27T11:38:54.070713+00:00,2025-04-27T11:38:55.615802+00:00,1545.1,tile5
2025-04-27T11:38:55.274105+00:00,2025-04-27T11:38:55.994191+00:00,720.1,tile6
2025-04-27T11:38:57.280687+00:00,2025-04-27T11:38:58.784819+00:00,1504.1,tile8
2025-04-27T11:38:58.282538+00:00,2025-04-27T11:38:59.953816+00:00,1671.3,tile9
2025-04-27T11:38:59.285507+00:00,2025-04-27T11:39:00.991498+00:00,1706.0,tile10
2025-04-27T11:39:00.288606+00:00,2025-04-27T11:39:01.424727+00:00,1136.1,tile11
2025-04-27T11:39:02.292221+00:00,2025-04-27T11:39:02.354388+00:00,62.2,tile13
2025-04-27T11:39:03.294520+00:00,2025-04-27T11:39:03.348897+00:00,54.4,tile14
2025-04-27T11:39:04.296722+00:00,2025-04-27T11:39:04.383932+00:00,87.2,tile15
2025-04-27T11:39:05.298484+00:00,2025-04-27T11:39:05.348017+00:00,49.5,tile16
2025-04-27T11:39:06.308967+00:00,2025-04-27T11:39:07.462879+00:00,1153.9,tile17
2025-04-27T11:39:07.319257+00:00,2025-04-27T11:39:10.393354+00:00,3074.1,tile18
2025-04-27T11:39:10.126488+00:00,2025-04-27T11:39:12.286858+00:00,2160.4,tile1
2025-04-27T11:39:11.128735+00:00,2025-04-27T11:39:13.091454+00:00,1962.7,tile2
2025-04-27T11:39:12.137183+00:00,2025-04-27T11:39:13.145140+00:00,1008.0,tile3
2025-04-27T11:39:13.143906+00:00,2025-04-27T11:39:13.192547+00:00,48.6,tile4
2025-04-27T11:39:14.145880+00:00,2025-04-27T11:39:14.302265+00:00,156.4,tile5
2025-04-27T11:39:15.348022+00:00,2025-04-27T11:39:15.366872+00:00,18.8,tile6
2025-04-27T11:39:17.351831+00:00,2025-04-27T11:39:18.304676+00:00,952.8,tile8
2025-04-27T11:39:18.353479+00:00,2025-04-27T11:39:20.170823+00:00,1817.3,tile9
2025-04-27T11:39:19.355261+00:00,2025-04-27T11:39:21.667753+00:00,2312.5,tile10
2025-04-27T11:39:20.357323+00:00,2025-04-27T11:39:22.877479+00:00,2520.2,tile11
2025-04-27T11:39:22.361157+00:00,2025-04-27T11:39:22.891374+00:00,530.2,tile13
2025-04-27T11:39:23.363098+00:00,2025-04-27T11:39:23.400860+00:00,37.8,tile14
2025-04-27T11:39:24.365804+00:00,2025-04-27T11:39:24.409012+00:00,43.2,tile15
2025-04-27T11:39:25.368158+00:00,2025-04-27T11:39:25.407694+00:00,39.5,tile16
2025-04-27T11:39:26.369730+00:00,2025-04-27T11:39:26.801788+00:00,432.1,tile17
2025-04-27T11:39:27.371761+00:00,2025-04-27T11:39:29.187482+00:00,1815.7,tile18
2025-04-27T11:39:30.178758+00:00,2025-04-27T11:39:31.385180+00:00,1206.4,tile1
2025-04-27T11:39:31.180863+00:00,2025-04-27T11:39:31.587809+00:00,406.9,tile2
2025-04-27T11:39:32.182528+00:00,2025-04-27T11:39:32.612273+00:00,429.7,tile3
2025-04-27T11:39:33.184403+00:00,2025-04-27T11:39:33.243501+00:00,59.1,tile4
2025-04-27T11:39:34.187855+00:00,2025-04-27T11:39:34.766456+00:00,578.6,tile5
2025-04-27T11:39:35.391680+00:00,2025-04-27T11:39:35.977806+00:00,586.1,tile6
2025-04-27T11:39:37.396807+00:00,2025-04-27T11:39:38.322238+00:00,925.4,tile8
2025-04-27T11:39:38.400136+00:00,2025-04-27T11:39:39.819502+00:00,1419.4,tile9
2025-04-27T11:39:39.402487+00:00,2025-04-27T11:39:40.754933+00:00,1352.4,tile10
2025-04-27T11:39:40.404526+00:00,2025-04-27T11:39:40.968760+00:00,564.2,tile11
2025-04-27T11:39:42.408717+00:00,2025-04-27T11:39:42.473094+00:00,64.4,tile13
2025-04-27T11:39:43.411300+00:00,2025-04-27T11:39:43.478114+00:00,66.8,tile14
2025-04-27T11:39:44.413634+00:00,2025-04-27T11:39:44.805205+00:00,391.6,tile15
2025-04-27T11:39:45.415863+00:00,2025-04-27T11:39:45.474348+00:00,58.5,tile16
2025-04-27T11:39:46.418027+00:00,2025-04-27T11:39:46.434811+00:00,16.8,tile17
2025-04-27T11:39:47.419577+00:00,2025-04-27T11:39:49.092816+00:00,1673.2,tile18
